geoid,year,name,parentlocation,population,povertyrate,renteroccupiedhouseholds,pctrenteroccupied,mediangrossrent,medianhouseholdincome,medianpropertyvalue,rentburden,pctwhite,pctafam,pcthispanic,pctamind,pctasian,pctnhpi,pctmultiple,pctother,evictionfilings,evictions,evictionrate,evictionfilingrate,lowflag
44,2011,Rhode Island,USA,1053661,10.11,138598,39.869999,$925.00,"$56,852.00","$238,000.00",30.6,74.529999,5.3400002,13.65,0.37,3.1900001,0.029999999,2.1900001,0.69999999,4532,4123,2.97,3.27,0
44,2012,Rhode Island,USA,1053661,10.11,126332,39.869999,$925.00,"$56,852.00","$238,000.00",30.6,74.529999,5.3400002,13.65,0.37,3.1900001,0.029999999,2.1900001,0.69999999,3343,3029,2.4000001,2.6500001,0
44,2013,Rhode Island,USA,1053661,10.11,127380,39.869999,$925.00,"$56,852.00","$238,000.00",30.6,74.529999,5.3400002,13.65,0.37,3.1900001,0.029999999,2.1900001,0.69999999,3991,3643,2.8599999,3.1300001,0
44,2014,Rhode Island,USA,1053661,10.11,128427,39.869999,$925.00,"$56,852.00","$238,000.00",30.6,74.529999,5.3400002,13.65,0.37,3.1900001,0.029999999,2.1900001,0.69999999,5110,3446,2.6800001,3.98,0
44,2015,Rhode Island,USA,1053661,10.11,163946,39.869999,$925.00,"$56,852.00","$238,000.00",30.6,74.529999,5.3400002,13.65,0.37,3.1900001,0.029999999,2.1900001,0.69999999,8372,5318,3.24,5.1100001,0
44,2016,Rhode Island,USA,1053661,10.11,165333,39.869999,$925.00,"$56,852.00","$238,000.00",30.6,74.529999,5.3400002,13.65,0.37,3.1900001,0.029999999,2.1900001,0.69999999,8346,5069,3.0699999,5.0500002,0
45,2000,South Carolina,USA,4012012,14.11,426237,27.790001,$510.00,"$37,082.00","$94,900.00",24.4,66.110001,29.370001,2.3699999,0.31999999,0.88999999,0.029999999,0.82999998,0.079999998,,,,,0
45,2001,South Carolina,USA,4012012,14.11,438851,27.790001,$510.00,"$37,082.00","$94,900.00",24.4,66.110001,29.370001,2.3699999,0.31999999,0.88999999,0.029999999,0.82999998,0.079999998,,,,,0
45,2002,South Carolina,USA,4012012,14.11,451465,27.790001,$510.00,"$37,082.00","$94,900.00",24.4,66.110001,29.370001,2.3699999,0.31999999,0.88999999,0.029999999,0.82999998,0.079999998,,,,,0
45,2003,South Carolina,USA,4012012,14.11,464079,27.790001,$510.00,"$37,082.00","$94,900.00",24.4,66.110001,29.370001,2.3699999,0.31999999,0.88999999,0.029999999,0.82999998,0.079999998,,,,,0
45,2004,South Carolina,USA,4012012,14.11,476693,27.790001,$510.00,"$37,082.00","$94,900.00",24.4,66.110001,29.370001,2.3699999,0.31999999,0.88999999,0.029999999,0.82999998,0.079999998,,,,,0
45,2005,South Carolina,USA,4416867,11.9,489307,29.690001,$680.00,"$43,572.00","$128,400.00",29,65.050003,28.07,4.04,0.28,1.1900001,0.039999999,1.17,0.15000001,,,,,0
45,2006,South Carolina,USA,4416867,11.9,501920,29.690001,$680.00,"$43,572.00","$128,400.00",29,65.050003,28.07,4.04,0.28,1.1900001,0.039999999,1.17,0.15000001,,,,,0
45,2007,South Carolina,USA,4416867,11.9,514534,29.690001,$680.00,"$43,572.00","$128,400.00",29,65.050003,28.07,4.04,0.28,1.1900001,0.039999999,1.17,0.15000001,,,,,0
45,2008,South Carolina,USA,4416867,11.9,527148,29.690001,$680.00,"$43,572.00","$128,400.00",29,65.050003,28.07,4.04,0.28,1.1900001,0.039999999,1.17,0.15000001,,,,,0
45,2009,South Carolina,USA,4416867,11.9,298402,29.690001,$680.00,"$43,572.00","$128,400.00",29,65.050003,28.07,4.04,0.28,1.1900001,0.039999999,1.17,0.15000001,45679,6993,2.3399999,15.31,0
45,2010,South Carolina,USA,4625364,13.22,547446,30.67,$749.00,"$44,623.00","$137,400.00",31.1,64.050003,27.67,5.0999999,0.36000001,1.26,0.050000001,1.39,0.12,134840,23560,4.3000002,24.629999,0
45,2011,South Carolina,USA,4777576,13.49,564725,31.41,$790.00,"$45,483.00","$139,900.00",31.1,63.860001,27.299999,5.3200002,0.28999999,1.39,0.050000001,1.6799999,0.11,139195,23407,4.1399999,24.65,0
45,2012,South Carolina,USA,4777576,13.49,577071,31.41,$790.00,"$45,483.00","$139,900.00",31.1,63.860001,27.299999,5.3200002,0.28999999,1.39,0.050000001,1.6799999,0.11,134902,23929,4.1500001,23.379999,0
45,2013,South Carolina,USA,4777576,13.49,577906,31.41,$790.00,"$45,483.00","$139,900.00",31.1,63.860001,27.299999,5.3200002,0.28999999,1.39,0.050000001,1.6799999,0.11,119865,22943,3.97,20.74,0
45,2014,South Carolina,USA,4777576,13.49,588002,31.41,$790.00,"$45,483.00","$139,900.00",31.1,63.860001,27.299999,5.3200002,0.28999999,1.39,0.050000001,1.6799999,0.11,135173,20322,3.46,22.99,0
45,2015,South Carolina,USA,4777576,13.49,454211,31.41,$790.00,"$45,483.00","$139,900.00",31.1,63.860001,27.299999,5.3200002,0.28999999,1.39,0.050000001,1.6799999,0.11,87322,19610,4.3200002,19.219999,0
45,2016,South Carolina,USA,4777576,13.49,463545,31.41,$790.00,"$45,483.00","$139,900.00",31.1,63.860001,27.299999,5.3200002,0.28999999,1.39,0.050000001,1.6799999,0.11,86682,41099,8.8699999,18.700001,0
46,2000,South Dakota,USA,754844,13.18,92305,31.799999,$426.00,"$35,282.00","$79,600.00",22.9,88.040001,0.60000002,1.4400001,8.0799999,0.56999999,0.029999999,1.1900001,0.039999999,,,,,0
46,2001,South Dakota,USA,754844,13.18,93347,31.799999,$426.00,"$35,282.00","$79,600.00",22.9,88.040001,0.60000002,1.4400001,8.0799999,0.56999999,0.029999999,1.1900001,0.039999999,,,,,0
46,2002,South Dakota,USA,754844,13.18,94389,31.799999,$426.00,"$35,282.00","$79,600.00",22.9,88.040001,0.60000002,1.4400001,8.0799999,0.56999999,0.029999999,1.1900001,0.039999999,,,,,0
46,2003,South Dakota,USA,754844,13.18,95431,31.799999,$426.00,"$35,282.00","$79,600.00",22.9,88.040001,0.60000002,1.4400001,8.0799999,0.56999999,0.029999999,1.1900001,0.039999999,,,,,0
46,2004,South Dakota,USA,754844,13.18,96473,31.799999,$426.00,"$35,282.00","$79,600.00",22.9,88.040001,0.60000002,1.4400001,8.0799999,0.56999999,0.029999999,1.1900001,0.039999999,,,,,0
46,2005,South Dakota,USA,796513,8.8500004,97515,31.450001,$554.00,"$44,828.00","$115,400.00",25.6,85.93,0.92000002,2.52,8.1099997,0.85000002,0.02,1.5599999,0.079999998,,,,,0
46,2006,South Dakota,USA,796513,8.8500004,98556,31.450001,$554.00,"$44,828.00","$115,400.00",25.6,85.93,0.92000002,2.52,8.1099997,0.85000002,0.02,1.5599999,0.079999998,,,,,0
46,2007,South Dakota,USA,796513,8.8500004,99598,31.450001,$554.00,"$44,828.00","$115,400.00",25.6,85.93,0.92000002,2.52,8.1099997,0.85000002,0.02,1.5599999,0.079999998,,,,,0
46,2008,South Dakota,USA,796513,8.8500004,100640,31.450001,$554.00,"$44,828.00","$115,400.00",25.6,85.93,0.92000002,2.52,8.1099997,0.85000002,0.02,1.5599999,0.079999998,,,,,0
46,2009,South Dakota,USA,796513,8.8500004,101682,31.450001,$554.00,"$44,828.00","$115,400.00",25.6,85.93,0.92000002,2.52,8.1099997,0.85000002,0.02,1.5599999,0.079999998,,,,,0
46,2010,South Dakota,USA,814180,8.75,98230,31.870001,$617.00,"$49,091.00","$129,800.00",26,84.690002,1.22,2.72,8.5299997,0.93000001,0.039999999,1.8200001,0.059999999,361,,,0.37,0
46,2011,South Dakota,USA,843190,9.1000004,100067,31.93,$655.00,"$50,957.00","$140,500.00",26,83.220001,1.52,3.3099999,8.3000002,1.2,0.039999999,2.3399999,0.079999998,513,,,0.50999999,0
46,2012,South Dakota,USA,843190,9.1000004,101904,31.93,$655.00,"$50,957.00","$140,500.00",26,83.220001,1.52,3.3099999,8.3000002,1.2,0.039999999,2.3399999,0.079999998,433,,,0.41999999,0
46,2013,South Dakota,USA,843190,9.1000004,103741,31.93,$655.00,"$50,957.00","$140,500.00",26,83.220001,1.52,3.3099999,8.3000002,1.2,0.039999999,2.3399999,0.079999998,436,,,0.41999999,0
46,2014,South Dakota,USA,843190,9.1000004,105578,31.93,$655.00,"$50,957.00","$140,500.00",26,83.220001,1.52,3.3099999,8.3000002,1.2,0.039999999,2.3399999,0.079999998,441,,,0.41999999,0
46,2015,South Dakota,USA,843190,9.1000004,107415,31.93,$655.00,"$50,957.00","$140,500.00",26,83.220001,1.52,3.3099999,8.3000002,1.2,0.039999999,2.3399999,0.079999998,444,,,0.41,0
46,2016,South Dakota,USA,843190,9.1000004,109252,31.93,$655.00,"$50,957.00","$140,500.00",26,83.220001,1.52,3.3099999,8.3000002,1.2,0.039999999,2.3399999,0.079999998,574,,,0.52999997,0
49,2000,Utah,USA,2233169,9.3999996,23874,28.48,$597.00,"$45,726.00","$146,100.00",24.9,85.269997,0.72000003,9.0299997,1.1900001,1.63,0.66000003,1.4,0.090000004,84,83,0.34999999,0.34999999,0
49,2001,Utah,USA,2233169,9.3999996,139815,28.48,$597.00,"$45,726.00","$146,100.00",24.9,85.269997,0.72000003,9.0299997,1.1900001,1.63,0.66000003,1.4,0.090000004,2236,1390,0.99000001,1.6,0
49,2002,Utah,USA,2233169,9.3999996,161256,28.48,$597.00,"$45,726.00","$146,100.00",24.9,85.269997,0.72000003,9.0299997,1.1900001,1.63,0.66000003,1.4,0.090000004,4938,2767,1.72,3.0599999,0
49,2003,Utah,USA,2233169,9.3999996,165678,28.48,$597.00,"$45,726.00","$146,100.00",24.9,85.269997,0.72000003,9.0299997,1.1900001,1.63,0.66000003,1.4,0.090000004,4453,2784,1.6799999,2.6900001,0
49,2004,Utah,USA,2233169,9.3999996,170100,28.48,$597.00,"$45,726.00","$146,100.00",24.9,85.269997,0.72000003,9.0299997,1.1900001,1.63,0.66000003,1.4,0.090000004,3676,2520,1.48,2.1600001,0
49,2005,Utah,USA,2651816,7.2199998,174522,27.950001,$760.00,"$55,642.00","$208,100.00",27.9,82.080002,0.94999999,11.56,1.11,1.95,0.75999999,1.48,0.11,3928,2461,1.41,2.25,0
49,2006,Utah,USA,2651816,7.2199998,193624,27.950001,$760.00,"$55,642.00","$208,100.00",27.9,82.080002,0.94999999,11.56,1.11,1.95,0.75999999,1.48,0.11,5271,2427,1.25,2.72,0
49,2007,Utah,USA,2651816,7.2199998,239541,27.950001,$760.00,"$55,642.00","$208,100.00",27.9,82.080002,0.94999999,11.56,1.11,1.95,0.75999999,1.48,0.11,5995,3007,1.26,2.5,0
49,2008,Utah,USA,2651816,7.2199998,245468,27.950001,$760.00,"$55,642.00","$208,100.00",27.9,82.080002,0.94999999,11.56,1.11,1.95,0.75999999,1.48,0.11,6612,2957,1.2,2.6900001,0
49,2009,Utah,USA,2651816,7.2199998,253573,27.950001,$760.00,"$55,642.00","$208,100.00",27.9,82.080002,0.94999999,11.56,1.11,1.95,0.75999999,1.48,0.11,6402,3064,1.21,2.52,0
49,2010,Utah,USA,2763885,8.8500004,259555,29.57,$839.00,"$58,164.00","$217,800.00",29.200001,80.379997,0.94,12.97,0.98000002,1.96,0.87,1.77,0.13,6929,2805,1.08,2.6700001,0
49,2011,Utah,USA,2903379,9.1499996,266507,30.530001,$887.00,"$60,727.00","$215,900.00",29,79.5,1.01,13.43,0.94999999,2.1700001,0.88,1.91,0.15000001,7428,3002,1.13,2.79,0
49,2012,Utah,USA,2903379,9.1499996,273458,30.530001,$887.00,"$60,727.00","$215,900.00",29,79.5,1.01,13.43,0.94999999,2.1700001,0.88,1.91,0.15000001,7016,3239,1.1799999,2.5699999,0
49,2013,Utah,USA,2903379,9.1499996,280408,30.530001,$887.00,"$60,727.00","$215,900.00",29,79.5,1.01,13.43,0.94999999,2.1700001,0.88,1.91,0.15000001,6489,3150,1.12,2.3099999,0
49,2014,Utah,USA,2903379,9.1499996,287358,30.530001,$887.00,"$60,727.00","$215,900.00",29,79.5,1.01,13.43,0.94999999,2.1700001,0.88,1.91,0.15000001,7088,3567,1.24,2.47,0
49,2015,Utah,USA,2903379,9.1499996,294309,30.530001,$887.00,"$60,727.00","$215,900.00",29,79.5,1.01,13.43,0.94999999,2.1700001,0.88,1.91,0.15000001,6938,2840,0.95999998,2.3599999,0
49,2016,Utah,USA,2903379,9.1499996,301260,30.530001,$887.00,"$60,727.00","$215,900.00",29,79.5,1.01,13.43,0.94999999,2.1700001,0.88,1.91,0.15000001,6590,2787,0.93000001,2.1900001,0
51,2000,Virginia,USA,7078515,9.5900002,664083,31.91,$650.00,"$46,677.00","$125,400.00",24.5,70.150002,19.440001,4.6599998,0.25999999,3.6600001,0.050000001,1.61,0.17,77522,40945,6.1700001,11.67,0
51,2001,Virginia,USA,7078515,9.5900002,734527,31.91,$650.00,"$46,677.00","$125,400.00",24.5,70.150002,19.440001,4.6599998,0.25999999,3.6600001,0.050000001,1.61,0.17,83498,44970,6.1199999,11.37,0
51,2002,Virginia,USA,7078515,9.5900002,761196,31.91,$650.00,"$46,677.00","$125,400.00",24.5,70.150002,19.440001,4.6599998,0.25999999,3.6600001,0.050000001,1.61,0.17,123429,49799,6.54,16.219999,0
51,2003,Virginia,USA,7078515,9.5900002,885087,31.91,$650.00,"$46,677.00","$125,400.00",24.5,70.150002,19.440001,4.6599998,0.25999999,3.6600001,0.050000001,1.61,0.17,127023,52790,5.96,14.35,0
51,2004,Virginia,USA,7078515,9.5900002,900780,31.91,$650.00,"$46,677.00","$125,400.00",24.5,70.150002,19.440001,4.6599998,0.25999999,3.6600001,0.050000001,1.61,0.17,153631,55869,6.1999998,17.059999,0
51,2005,Virginia,USA,7721730,7.1599998,914428,30.84,$931.00,"$60,316.00","$247,100.00",28.700001,66.980003,19.309999,6.6700001,0.23,4.7800002,0.07,1.7,0.25,156448,51745,5.6599998,17.110001,0
51,2006,Virginia,USA,7721730,7.1599998,928075,30.84,$931.00,"$60,316.00","$247,100.00",28.700001,66.980003,19.309999,6.6700001,0.23,4.7800002,0.07,1.7,0.25,158878,50920,5.4899998,17.120001,0
51,2007,Virginia,USA,7721730,7.1599998,613794,30.84,$931.00,"$60,316.00","$247,100.00",28.700001,66.980003,19.309999,6.6700001,0.23,4.7800002,0.07,1.7,0.25,66538,37676,6.1399999,10.84,0
51,2008,Virginia,USA,7721730,7.1599998,623822,30.84,$931.00,"$60,316.00","$247,100.00",28.700001,66.980003,19.309999,6.6700001,0.23,4.7800002,0.07,1.7,0.25,65233,42797,6.8600001,10.46,0
51,2009,Virginia,USA,7721730,7.1599998,629765,30.84,$931.00,"$60,316.00","$247,100.00",28.700001,66.980003,19.309999,6.6700001,0.23,4.7800002,0.07,1.7,0.25,62974,38357,6.0900002,10,0
51,2010,Virginia,USA,8001024,7.79,685038,32.75,"$1,060.00","$63,636.00","$249,700.00",29.9,64.82,19.040001,7.9000001,0.25999999,5.4499998,0.059999999,2.27,0.19,94057,45125,6.5900002,13.73,0
51,2011,Virginia,USA,8256630,8.2200003,866175,33.82,"$1,116.00","$65,015.00","$245,000.00",29.9,63.439999,18.9,8.5900002,0.20999999,5.9299998,0.059999999,2.6600001,0.22,144511,50013,5.77,16.68,0
51,2012,Virginia,USA,8256630,8.2200003,881194,33.82,"$1,116.00","$65,015.00","$245,000.00",29.9,63.439999,18.9,8.5900002,0.20999999,5.9299998,0.059999999,2.6600001,0.22,138282,48198,5.4699998,15.69,0
51,2013,Virginia,USA,8256630,8.2200003,906176,33.82,"$1,116.00","$65,015.00","$245,000.00",29.9,63.439999,18.9,8.5900002,0.20999999,5.9299998,0.059999999,2.6600001,0.22,151841,51134,5.6399999,16.76,0
51,2014,Virginia,USA,8256630,8.2200003,917828,33.82,"$1,116.00","$65,015.00","$245,000.00",29.9,63.439999,18.9,8.5900002,0.20999999,5.9299998,0.059999999,2.6600001,0.22,147094,51101,5.5700002,16.030001,0
51,2015,Virginia,USA,8256630,8.2200003,996441,33.82,"$1,116.00","$65,015.00","$245,000.00",29.9,63.439999,18.9,8.5900002,0.20999999,5.9299998,0.059999999,2.6600001,0.22,144220,50213,5.04,14.47,0
51,2016,Virginia,USA,8256630,8.2200003,1012175,33.82,"$1,116.00","$65,015.00","$245,000.00",29.9,63.439999,18.9,8.5900002,0.20999999,5.9299998,0.059999999,2.6600001,0.22,146534,51821,5.1199999,14.48,0
54,2000,West Virginia,USA,1808344,17.9,28555,24.82,$401.00,"$29,696.00","$72,800.00",25.799999,94.559998,3.1400001,0.68000001,0.19,0.51999998,0.02,0.82999998,0.059999999,135,134,0.47,0.47,0
54,2001,West Virginia,USA,1808344,17.9,113034,24.82,$401.00,"$29,696.00","$72,800.00",25.799999,94.559998,3.1400001,0.68000001,0.19,0.51999998,0.02,0.82999998,0.059999999,2807,2256,2,2.48,0
54,2002,West Virginia,USA,1808344,17.9,78711,24.82,$401.00,"$29,696.00","$72,800.00",25.799999,94.559998,3.1400001,0.68000001,0.19,0.51999998,0.02,0.82999998,0.059999999,1272,1021,1.3,1.62,0
54,2003,West Virginia,USA,1808344,17.9,106623,24.82,$401.00,"$29,696.00","$72,800.00",25.799999,94.559998,3.1400001,0.68000001,0.19,0.51999998,0.02,0.82999998,0.059999999,2299,2095,1.96,2.1600001,0
54,2004,West Virginia,USA,1808344,17.9,114691,24.82,$401.00,"$29,696.00","$72,800.00",25.799999,94.559998,3.1400001,0.68000001,0.19,0.51999998,0.02,0.82999998,0.059999999,2692,2364,2.0599999,2.3499999,0
54,2005,West Virginia,USA,1811403,13.2,108867,25.73,$534.00,"$37,356.00","$91,400.00",28.700001,93.470001,3.25,1.08,0.16,0.63,0.029999999,1.3200001,0.059999999,2628,2191,2.01,2.4100001,0
54,2006,West Virginia,USA,1811403,13.2,124697,25.73,$534.00,"$37,356.00","$91,400.00",28.700001,93.470001,3.25,1.08,0.16,0.63,0.029999999,1.3200001,0.059999999,3348,2893,2.3199999,2.6800001,0
54,2007,West Virginia,USA,1811403,13.2,155853,25.73,$534.00,"$37,356.00","$91,400.00",28.700001,93.470001,3.25,1.08,0.16,0.63,0.029999999,1.3200001,0.059999999,5311,4956,3.1800001,3.4100001,0
54,2008,West Virginia,USA,1811403,13.2,169758,25.73,$534.00,"$37,356.00","$91,400.00",28.700001,93.470001,3.25,1.08,0.16,0.63,0.029999999,1.3200001,0.059999999,6285,5689,3.3499999,3.7,0
54,2009,West Virginia,USA,1811403,13.2,189540,25.73,$534.00,"$37,356.00","$91,400.00",28.700001,93.470001,3.25,1.08,0.16,0.63,0.029999999,1.3200001,0.059999999,7629,6847,3.6099999,4.0300002,0
54,2010,West Virginia,USA,1852994,12.85,189162,26.549999,$594.00,"$40,400.00","$97,300.00",29.299999,93.160004,3.3499999,1.2,0.19,0.66000003,0.02,1.35,0.059999999,7670,6859,3.6300001,4.0500002,0
54,2011,West Virginia,USA,1851420,13.07,200779,27.48,$643.00,"$41,751.00","$103,800.00",28.9,92.550003,3.26,1.37,0.15000001,0.72000003,0.029999999,1.85,0.07,8724,7800,3.8800001,4.3499999,0
54,2012,West Virginia,USA,1851420,13.07,206178,27.48,$643.00,"$41,751.00","$103,800.00",28.9,92.550003,3.26,1.37,0.15000001,0.72000003,0.029999999,1.85,0.07,8968,8020,3.8900001,4.3499999,0
54,2013,West Virginia,USA,1851420,13.07,215359,27.48,$643.00,"$41,751.00","$103,800.00",28.9,92.550003,3.26,1.37,0.15000001,0.72000003,0.029999999,1.85,0.07,9359,8354,3.8800001,4.3499999,0
54,2014,West Virginia,USA,1851420,13.07,220832,27.48,$643.00,"$41,751.00","$103,800.00",28.9,92.550003,3.26,1.37,0.15000001,0.72000003,0.029999999,1.85,0.07,9296,8278,3.75,4.21,0
54,2015,West Virginia,USA,1851420,13.07,229104,27.48,$643.00,"$41,751.00","$103,800.00",28.9,92.550003,3.26,1.37,0.15000001,0.72000003,0.029999999,1.85,0.07,9303,7921,3.46,4.0599999,0
54,2016,West Virginia,USA,1851420,13.07,234658,27.48,$643.00,"$41,751.00","$103,800.00",28.9,92.550003,3.26,1.37,0.15000001,0.72000003,0.029999999,1.85,0.07,10314,8268,3.52,4.4000001,0
55,2000,Wisconsin,USA,5363675,8.6599998,447270,31.57,$540.00,"$43,791.00","$112,200.00",23.4,87.279999,5.5999999,3.5999999,0.81999999,1.64,0.029999999,0.97000003,0.07,16147,14206,3.1800001,3.6099999,0
55,2001,Wisconsin,USA,5363675,8.6599998,634915,31.57,$540.00,"$43,791.00","$112,200.00",23.4,87.279999,5.5999999,3.5999999,0.81999999,1.64,0.029999999,0.97000003,0.07,22765,17624,2.78,3.5899999,0
55,2002,Wisconsin,USA,5363675,8.6599998,664644,31.57,$540.00,"$43,791.00","$112,200.00",23.4,87.279999,5.5999999,3.5999999,0.81999999,1.64,0.029999999,0.97000003,0.07,23280,14593,2.2,3.5,0
55,2003,Wisconsin,USA,5363675,8.6599998,666748,31.57,$540.00,"$43,791.00","$112,200.00",23.4,87.279999,5.5999999,3.5999999,0.81999999,1.64,0.029999999,0.97000003,0.07,24318,19325,2.9000001,3.6500001,0
55,2004,Wisconsin,USA,5363675,8.6599998,673558,31.57,$540.00,"$43,791.00","$112,200.00",23.4,87.279999,5.5999999,3.5999999,0.81999999,1.64,0.029999999,0.97000003,0.07,31412,24328,3.6099999,4.6599998,0
55,2005,Wisconsin,USA,5599420,7.23,680369,30.15,$700.00,"$51,569.00","$166,100.00",28.299999,85.059998,5.8600001,4.9299998,0.79000002,2.05,0.02,1.1799999,0.11,26412,19377,2.8499999,3.8800001,0
55,2006,Wisconsin,USA,5599420,7.23,695233,30.15,$700.00,"$51,569.00","$166,100.00",28.299999,85.059998,5.8600001,4.9299998,0.79000002,2.05,0.02,1.1799999,0.11,25410,19139,2.75,3.6500001,0
55,2007,Wisconsin,USA,5599420,7.23,707202,30.15,$700.00,"$51,569.00","$166,100.00",28.299999,85.059998,5.8600001,4.9299998,0.79000002,2.05,0.02,1.1799999,0.11,25908,16396,2.3199999,3.6600001,0
55,2008,Wisconsin,USA,5599420,7.23,714205,30.15,$700.00,"$51,569.00","$166,100.00",28.299999,85.059998,5.8600001,4.9299998,0.79000002,2.05,0.02,1.1799999,0.11,27927,16570,2.3199999,3.9100001,0
55,2009,Wisconsin,USA,5599420,7.23,721207,30.15,$700.00,"$51,569.00","$166,100.00",28.299999,85.059998,5.8600001,4.9299998,0.79000002,2.05,0.02,1.1799999,0.11,27093,15566,2.1600001,3.76,0
55,2010,Wisconsin,USA,5686986,8.3599997,728210,31.940001,$749.00,"$52,627.00","$169,000.00",29.200001,83.32,6.1700001,5.9099998,0.85000002,2.25,0.029999999,1.4,0.07,26802,15225,2.0899999,3.6800001,0
55,2011,Wisconsin,USA,5742117,8.6300001,738132,32.700001,$776.00,"$53,357.00","$165,800.00",28.9,82.370003,6.1700001,6.3499999,0.80000001,2.49,0.02,1.73,0.07,28047,15869,2.1500001,3.8,0
55,2012,Wisconsin,USA,5742117,8.6300001,748053,32.700001,$776.00,"$53,357.00","$165,800.00",28.9,82.370003,6.1700001,6.3499999,0.80000001,2.49,0.02,1.73,0.07,28183,15986,2.1400001,3.77,0
55,2013,Wisconsin,USA,5742117,8.6300001,757975,32.700001,$776.00,"$53,357.00","$165,800.00",28.9,82.370003,6.1700001,6.3499999,0.80000001,2.49,0.02,1.73,0.07,28515,15909,2.0999999,3.76,0
55,2014,Wisconsin,USA,5742117,8.6300001,767896,32.700001,$776.00,"$53,357.00","$165,800.00",28.9,82.370003,6.1700001,6.3499999,0.80000001,2.49,0.02,1.73,0.07,29320,16166,2.1099999,3.8199999,0
55,2015,Wisconsin,USA,5742117,8.6300001,777818,32.700001,$776.00,"$53,357.00","$165,800.00",28.9,82.370003,6.1700001,6.3499999,0.80000001,2.49,0.02,1.73,0.07,27591,15715,2.02,3.55,0
55,2016,Wisconsin,USA,5742117,8.6300001,787739,32.700001,$776.00,"$53,357.00","$165,800.00",28.9,82.370003,6.1700001,6.3499999,0.80000001,2.49,0.02,1.73,0.07,26508,14871,1.89,3.3699999,0
